class	repoRelativePath	lineCount	bytes	sha256_16	title
metric-definition	docs/research/metrics/pm-competitor-metrics/vacancy-rate.md	61	1236	4f194c1f94bd63d1	Vacancy-rate
metric-definition	docs/research/metrics/pm-competitor-metrics/vendor-management-system.md	60	1168	cd9d44cfda1abfa4	Vendor-management-system
metric-definition	docs/research/metrics/pm-competitor-metrics/wa-dol-firm-license-status.md	60	1187	367b3ac91127cd8e	Wa-dol-firm-license-status
metric-definition	docs/research/metrics/pm-competitor-metrics/yelp-review-count.md	60	1057	d8bed4103d8762dc	Yelp-review-count
supporting-analysis	docs/research/plans/Demographic Research Plan.md	524	43278	2234fbdf18119025	Demographic Research Plan
supporting-analysis	docs/research/plans/Property Management Company Deep Dives.md	9	534	a473fd5f92cf9f8b	Property Management Company Deep Dives.md
supporting-analysis	docs/research/prompts/Demographic Research Prompts.md	823	45480	2b226be21070c4a7	Demographic Research Prompts
supporting-analysis	docs/research/references/Metrics Glossary.md	505	16532	70c7469a38083154	Green-lappe-metrics-glossary
supporting-analysis	docs/research/references/Reports-Glossary.md	1	0	e3b0c44298fc1c14	Reports-Glossary.md
supporting-analysis	docs/research/references/Reports-Methodology.md	1	0	e3b0c44298fc1c14	Reports-Methodology.md
data-table	docs/research/reports/effort-0/district-boundaries.geojson	51	10097	1dbd97b596e698a8	district-boundaries.geojson
supporting-analysis	docs/research/reports/effort-0/district-boundaries.geojson.README	52	2140	ca8410204a8afc08	district-boundaries.geojson - geometry merge instructions
supporting-analysis	docs/research/reports/effort-0/effort-0-narrative.md	262	15107	812faa27e4ffe443	effort-0-narrative
data-table	docs/research/reports/effort-0/jurisdiction-crosswalk.csv	62	6521	41c19c963098c916	jurisdiction-crosswalk.csv
data-table	docs/research/reports/effort-0/schema.yaml	158	7940	77beb9925d683e97	schema.yaml
data-table	docs/research/reports/effort-0/zip-boundaries.geojson	129	28105	8bdfd171505a604c	zip-boundaries.geojson
supporting-analysis	docs/research/reports/effort-0/zip-boundaries.geojson.README	42	1716	60e3b54ce44ebb90	zip-boundaries.geojson - geometry merge instructions
data-table	docs/research/reports/effort-0/zip-master.csv	115	20261	7e01291b927b9046	zip-master.csv
data-table	docs/research/reports/effort-1/attendance-boundaries.geojson	157	31048	92b0d1a63dc4b9b5	attendance-boundaries.geojson
supporting-analysis	docs/research/reports/effort-1/attendance-boundaries.geojson.README	71	3317	a7c6159d0fd96bab	attendance-boundaries.geojson — README
supporting-analysis	docs/research/reports/effort-1/boundary-change-watchlist.md	127	6016	b07eb7fb8d5bda3f	boundary-change-watchlist
supporting-analysis	docs/research/reports/effort-1/effort-1-narrative.md	290	14406	7a2989e442ee24d0	effort-1-narrative
data-table	docs/research/reports/effort-1/schema.yaml	238	8465	71745373da91a44b	schema.yaml
data-table	docs/research/reports/effort-1/schools.csv	444	83949	14fbe7d7eeb60beb	schools.csv
data-table	docs/research/reports/effort-1/zip-school-crosswalk.csv	109	21027	7e92a73fd0475aaf	zip-school-crosswalk.csv
supporting-analysis	docs/research/reports/effort-2/effort-2-narrative.md	374	18612	ee4d036e58caddb8	effort-2-narrative
data-table	docs/research/reports/effort-2/housing-zip.csv	109	62929	ac8dc8907b238680	housing-zip.csv
data-table	docs/research/reports/effort-2/permits-adu-dadu.csv	284	16580	6b0c79c5970e1dc9	permits-adu-dadu.csv
data-table	docs/research/reports/effort-2/schema.yaml	101	6485	51452ac5012e6cd2	schema.yaml
data-table	docs/research/reports/effort-2/small-portfolio-stock-modeled.csv	109	13903	af38f2234a309d2c	small-portfolio-stock-modeled.csv
data-table	docs/research/reports/effort-3/demographics-zip.csv	109	33473	088792a36f8354fc	demographics-zip.csv
supporting-analysis	docs/research/reports/effort-3/effort-3-narrative.md	343	18910	ef330fd2e8f09d77	effort-3-narrative
data-table	docs/research/reports/effort-3/language-clusters.csv	14	2460	e8c2a9f25966d1d1	language-clusters.csv
data-table	docs/research/reports/effort-3/refugee-placements.csv	82	29065	5c096b55a538330f	refugee-placements.csv
data-table	docs/research/reports/effort-3/schema.yaml	352	13321	1bc48a5d500a30c7	schema.yaml
data-table	docs/research/reports/effort-3/visa-cohorts.csv	109	28518	eac7fda0a11aa957	visa-cohorts.csv
data-table	docs/research/reports/effort-3/zip-master-population-fill.csv	109	19865	497755bb69b422a5	zip-master-population-fill.csv
data-table	docs/research/reports/effort-4/cohort-analysis.csv	8	4665	e7449c07533eaa33	cohort-analysis.csv
data-table	docs/research/reports/effort-4/compensation-by-level.csv	70	9012	c12e1673e518ecd0	compensation-by-level.csv
supporting-analysis	docs/research/reports/effort-4/effort-4-narrative.md	190	20387	237bcdb7f0eca7a9	effort-4-narrative
data-table	docs/research/reports/effort-4/employers-top20.csv	22	5118	21e59495343d4b45	employers-top20.csv
supporting-analysis	docs/research/reports/effort-4/layoff-cycle-response.md	208	14454	b9adc54f27120947	layoff-cycle-response
data-table	docs/research/reports/effort-4/lca-by-zip.csv	50	6150	6f2869ff379f5547	lca-by-zip.csv
data-table	docs/research/reports/effort-4/schema.yaml	341	13392	098de106b874d3ad	schema.yaml
data-table	docs/research/reports/effort-4/tech-employers-detailed.csv	26	7187	2178aa37c8a73915	tech-employers-detailed.csv
data-table	docs/research/reports/effort-4/warn-notices.csv	73	8408	c8f0605601141850	warn-notices.csv
data-table	docs/research/reports/effort-5/childcare-facilities.csv	24	4478	d983a6b046860e1d	TODO,Bright Horizons at Redmond,center,16221 NE 87th St,Redmond,98052,98052,156,16,32,80,# TODO,active,# TODO,2950,2300,Anchor center near Microsoft campus; provider-network operator
data-table	docs/research/reports/effort-5/childcare-gap-zip.csv	109	9093	3b8c3386b386ea72	childcare-gap-zip.csv
data-table	docs/research/reports/effort-5/daycare-zoning-matrix.csv	64	10011	376c857f9efc8e75	daycare-zoning-matrix.csv
supporting-analysis	docs/research/reports/effort-5/effort-5-narrative.md	259	12995	fc54b1e7e00b46ae	effort-5-narrative
supporting-analysis	docs/research/reports/effort-5/exogenous-risks.md	374	16564	8ab539d3cc2451de	exogenous-risks
supporting-analysis	docs/research/reports/effort-5/pending-ordinances.md	202	8072	ebcb2c7e863be112	pending-ordinances
data-table	docs/research/reports/effort-5/rental-regulatory-matrix.csv	64	10957	238635b6877002a4	rental-regulatory-matrix.csv
data-table	docs/research/reports/effort-5/schema.yaml	145	7891	53f82dbadfbc2bd4	schema.yaml — Effort 5
data-table	docs/research/reports/effort-6/_scripts/norm_state.json	1	39555	e8665751d465002f	norm_state.json
data-table	docs/research/reports/effort-6/_scripts/scored_records.json	8348	261741	2eb927d4dedf99ee	scored_records.json
supporting-analysis	docs/research/reports/effort-6/dual-use-shortlist.md	23	1817	9421d57d45605dea	dual-use-shortlist
primary-synthesis	docs/research/reports/effort-6/final-report.md	162	11071	9df23b0fa2dd9443	final-report
data-table	docs/research/reports/effort-6/green-lappe-final-dataset.csv	109	55945	2fe0b974c2bd11d7	green-lappe-final-dataset.csv
data-table	docs/research/reports/effort-6/heatmaps.geojson	1824	44610	2053c6399ea1a057	heatmaps.geojson
supporting-analysis	docs/research/reports/effort-6/heatmaps.geojson.README	42	1589	0943c5a20cf2ab2c	heatmaps.geojson — README
supporting-analysis	docs/research/reports/effort-6/hypothesis-resolution.md	117	10003	fbcf6adff6243b5e	hypothesis-resolution
supporting-analysis	docs/research/reports/effort-6/mismatch-analysis.md	83	3987	49fbb3efcc22e39c	mismatch-analysis
data-table	docs/research/reports/effort-6/schema.yaml	165	4786	60cea3d85d90d731	green-lappe-final-dataset schema
supporting-analysis	docs/research/reports/effort-6/sensitivity-analysis.md	90	4304	65eba52def0a99c5	sensitivity-analysis
supporting-analysis	docs/research/reports/effort-6/top-10-daycare-conversion-zips.md	344	17182	0d7a0daa21a77f43	top-10-daycare-conversion-zips
supporting-analysis	docs/research/reports/effort-6/top-10-pm-sub-markets.md	356	18008	f1c4706e9ec0ce6f	top-10-pm-sub-markets
supporting-analysis	docs/research/reports/effort-6/top-10-rental-acquisition-zips.md	364	17049	1df972d0b776d903	top-10-rental-acquisition-zips
supporting-analysis	docs/research/reports/Market Research Insights - Demographics.md	215	9348	80dd43581721e336	Market Research Insights - Demographics
supporting-analysis	docs/research/unit-economics/Customer Acquisition Costs (CAC) Model.md	301	17141	2a81657136709def	Customer Acquisition Costs (CAC) Model
primary-synthesis	docs/research/unit-economics/Total Addressable Market (TAM) — Residential Property Management Services.md	295	26133	9a3ef061c006cbb2	Total Addressable Market (TAM)—Residential Property Management Services
primary-synthesis	docs/research/unit-economics/Total Addressable Market (TAM).md	814	48141	29e856bebe3650d4	Total Addressable Market (TAM)
supporting-analysis	docs/status/2026-05-20-status-report.md	70	4011	67ba34db85e2cbee	Green Lappe Properties Status Report
supporting-analysis	docs/strategies/DHM Framework.md	120	5329	30c05185f3ec1da8	DHM Framework
supporting-analysis	docs/strategies/Family Child Care (FCC).md	207	13011	69f7fccc5be5f6dc	Family Child Care (FCC)
supporting-analysis	docs/strategies/Two-Sided Marketplace.md	301	16942	99e6ed1ab369eaa6	Two Sided Marketplace
supporting-analysis	docs/strategies/Validation Strategies.md	346	17027	8e1c31bc54c6433d	Validation Strategies
process-or-backlog	project-management/meta/2026-05-17 Meta-Analysis.md	360	24737	73a3186c46097ca6	2026-05-17 Meta-Analysis
process-or-backlog	project-management/status-updates/2026-05-18-1230.md	84	5385	fac0632284c48acc	2026-05-18-1230
primary-synthesis	README.md	94	7374	08c6a546710d2a5a	green-lappe-properties
